Date,Gold_to_Oil,Gold_to_Silver,Silver_to_Oil,Gold_to_Dow,Silver_to_Dow
1993-10-31,0.04717664503890123,0.1943372166220408,-0.002974467680006976,0.03954042113634898,-0.040115078309894886
1993-11-30,0.07908758554518708,0.1838966962764877,0.046147355847353605,0.04082633435273486,-0.03673481832768499
1993-12-31,0.11249197363865845,0.10691669776175267,0.1318969846324736,0.05570878350952935,-0.005859612775761636
1994-01-31,0.09332134430267641,0.08529068739340367,0.11357830653883308,0.01785046183505945,-0.024649812401843163
1994-02-28,0.1042449814727702,0.060805486454346525,0.14469313797980796,0.03592997421843508,-0.004687259256896753
1994-03-31,0.0994626461501395,0.0036974285469945634,0.17199850109281165,0.06707931187921862,0.03836359347893012
1994-04-30,0.056475892534781275,0.04411690972281801,0.07555163666739481,0.04727459833417741,0.00888448544687645
1994-05-31,0.038933191848338045,0.033584029549118544,0.05162308402379287,0.05013026528338255,0.014638385794722403
1994-06-30,0.0279541107314846,0.07237164652405809,0.01584930602511203,0.06545336115803102,0.011858357634371958
1994-07-31,0.017120127602959667,0.059175448169951406,0.003968753257023866,0.04630900541162192,0.0030727481006533885
1994-08-31,0.04866655365076178,0.05307398629966392,0.058218435918508865,0.03255047003418776,-0.00452268727087185
1994-09-30,0.044406807017801864,0.03225424749239886,0.061463117809672535,0.04953960038299654,0.01469128903560643
1994-10-31,0.04576223456730916,0.05424654464018963,0.05289817501032343,0.032704482235215326,-0.0047989882815512586
1994-11-30,0.04427114629700696,0.09437610085741371,0.032153400699189955,0.04824596406291104,-0.006947271122842408
1994-12-31,0.04503084633345841,0.13608612096637657,0.015913601479943584,0.03785225467396147,-0.025967573392264326
1995-01-31,0.03587551716746515,0.14680836971886596,-0.0018382170598321423,0.028561269445482707,-0.034774372147349936
1995-02-28,0.03340767170743961,0.19263530718585958,-0.021763431119286136,0.012664072328828602,-0.0559137643917281
1995-03-31,0.028483777371805602,0.09352444472325533,0.007833011885089225,0.012151612331946227,-0.03086341929351899
1995-04-30,0.019377993860363457,-0.00893411514355641,0.03907850063524218,-0.0019572101737475034,-0.008684609754245703
1995-05-31,0.033571644230835196,0.059329929464719655,0.030651147256155836,-0.018673670975494105,-0.04223304541095427
1995-06-30,0.05588370399705048,0.06087735372351255,0.0661642607889816,-0.02294605934498206,-0.04563886144460913
1995-07-31,0.05255588753302948,0.09060621548263431,0.04680316198593562,-0.03759283370192393,-0.06346555595651748
1995-08-31,0.04688998803756941,0.049762151464899596,0.05691731368701616,-0.03174205164804178,-0.04870593821561525
1995-09-30,0.050773423627628655,0.022067855849748463,0.07746784514637925,-0.04272912636211193,-0.04875263655998241
1995-10-31,0.04941327744435456,0.04494271698398156,0.0634519216703259,-0.04157839772490715,-0.05432568401166793
1995-11-30,0.043059637077386415,0.08671346158069931,0.033612504672231897,-0.05792432347831561,-0.07621809989418857
1995-12-31,0.026847591113174918,0.09122390924263796,0.006211250331543405,-0.06123465225645172,-0.07949801412186203
1996-01-31,0.05943211658966846,0.06747589761610284,0.0686581490589189,-0.06394102345166011,-0.07574031110836929
1996-02-29,0.03733947329360837,0.058713706326020576,0.037059957872282695,-0.07184608380020643,-0.079114860898166
1996-03-31,0.010780643137291823,0.05090689063365306,-0.002924824306166668,-0.08014884329806607,-0.08306542768889244
1996-04-30,0.011683081845188348,0.07677256566732665,-0.01195708067208101,-0.08345402163889115,-0.091279077246129
1996-05-31,0.027115373579439606,0.06686667486966702,0.016869546573928335,-0.08733345315723154,-0.09174318860559856
1996-06-30,0.010239179912553936,0.09941782326120624,-0.022912379374442432,-0.0943163330070359,-0.10338850633500407
1996-07-31,0.014711265065018908,0.09284443916014723,-0.013445432932153417,-0.08530102780599202,-0.09600601380638887
1996-08-31,-0.001457133536849925,0.08189785875002059,-0.034788505409057896,-0.08866340367766778,-0.09594093433402873
1996-09-30,-0.021610418354763752,0.12020868304934801,-0.07886389431833332,-0.10668403222899556,-0.11554312567507533
1996-10-31,-0.014377932448732991,0.1315766504424935,-0.07142322813264074,-0.11292640227773601,-0.12162681935802278
1996-11-30,-0.019284131907741628,0.12827577587664257,-0.07779072187653996,-0.13715046653158133,-0.13666953667949538
1996-12-31,-0.038966733007419235,0.11215872337137384,-0.10299150935984845,-0.13588123962299206,-0.13320838987055034
1997-01-31,-0.03402632345360143,0.024378045862392173,-0.06742316154170927,-0.16283416328980788,-0.1365757012601007
1997-02-28,-0.005217884648972937,0.010315857040681553,-0.01272850341828527,-0.15627481062371273,-0.12915276898746939
1997-03-31,-0.003726796378670738,0.004764517911787669,-0.007761446203300021,-0.1534219577356312,-0.1259557396981971
1997-04-30,-0.005953991516590512,0.06425945806198569,-0.03546129953612273,-0.17148156291613903,-0.14942910770617646
1997-05-31,-0.012481041674487783,0.04260407966240354,-0.03799351197842096,-0.1771823694088513,-0.14998237894780594
1997-06-30,-0.004009914404677434,0.03939537140675925,-0.02267290558187879,-0.19177908670427934,-0.15986953244131932
1997-07-31,-0.01716428568801609,0.08143120843271329,-0.059518581787584124,-0.20767280977975214,-0.17665527836278164
1997-08-31,-0.011964351277025456,0.01508302983358778,-0.026306017183256536,-0.19537552468543867,-0.1587628310096769
1997-09-30,-0.02692006100083201,-0.043577258689852405,-0.028208206937311353,-0.19985355051491926,-0.15248285291694175
1997-10-31,-0.025366450833119975,-0.03611114511124908,-0.02858941974059581,-0.19908618863103347,-0.15318077804357705
1997-11-30,-0.01866009259208508,-0.13786074405510612,0.03604282456508448,-0.2146912590858174,-0.14696968860563758
1997-12-31,-0.013889553853871348,-0.22813099473510637,0.10956502719167818,-0.21960203906647008,-0.1303122154213388
1998-01-31,-0.008683721150672216,-0.2079591707064121,0.10596430868984189,-0.21298557444131472,-0.12890952707114023
1998-02-28,0.020409015338404696,-0.2501248846335169,0.21495979114014954,-0.22770320157219517,-0.13291923211383327
1998-03-31,0.016762691095126125,-0.2414040802377987,0.19698910931128186,-0.23018227768392371,-0.13793565038331423
1998-04-30,0.029425144808278014,-0.20992823471708041,0.19744964421245068,-0.2296198300489306,-0.14520599037319476
1998-05-31,0.02524679460779508,-0.10115361716192811,0.10304162450213797,-0.23515749904812538,-0.1717280400620299
1998-06-30,0.03630491284024201,-0.1471799279301707,0.1590228043016962,-0.23456098339313422,-0.16317209412708816
1998-07-31,0.03624710957659899,-0.18204564908124318,0.18790926947583572,-0.2366830396984117,-0.15833647756202232
1998-08-31,0.04435726136325069,-0.12473219907269639,0.1585411025095522,-0.22153900581506805,-0.1557135034531897
1998-09-30,0.004331450436546397,-0.15508384273296477,0.09622212390677906,-0.2165694408169562,-0.14501955153604018
1998-10-31,0.035210189806349296,-0.11559627997955291,0.13303649391820013,-0.23049435928326345,-0.16525927180161662
1998-11-30,0.10240589396216798,-0.09125828456615215,0.2485044361862032,-0.23734972720899783,-0.17516377954820703
1998-12-31,0.07866408816461862,-0.12156386211992243,0.22665768494339325,-0.24179835413181977,-0.1741557691185023
1999-01-31,0.05872196220776815,-0.15598940514755238,0.2145794060055152,-0.2449873879183884,-0.17116827860884248
1999-02-28,0.06936248135185519,-0.19289725850586925,0.27359999350527087,-0.24367675874486008,-0.16294407280317244
1999-03-31,-0.0056071719347322024,-0.14250036341169858,0.0664911351201675,-0.2528707565512061,-0.18067063328962019
1999-04-30,-0.028212966652929508,-0.17865240597749754,0.040388919138897056,-0.2611988827615359,-0.18257821463997845
1999-05-31,-0.013232484101847325,-0.15407832362027113,0.05761458001884848,-0.2651790483305438,-0.19017042473955717
1999-06-30,-0.047080423769396,-0.2093180946103444,0.016494223363505034,-0.27231931034570284,-0.18847393992271363
1999-07-31,-0.05973697919033942,-0.24529233687966678,0.008910391809348328,-0.271330082597274,-0.181128778897955
1999-08-31,-0.06992686880969903,-0.2078948786222395,-0.038141559693895905,-0.2734598818098555,-0.189856089733657
1999-09-30,-0.07946322765235973,-0.16144125469218557,-0.08217230560017386,-0.25050138485836204,-0.1753488678452854
1999-10-31,-0.03835566993462132,-0.13212355246360374,-0.008450159997075934,-0.2557619255744404,-0.18488396478782357
1999-11-30,-0.06623453788719433,-0.13461683548489828,-0.06556312178833398,-0.2600397635460889,-0.18834666198986716
1999-12-31,-0.07644212238317938,-0.15602896897636664,-0.0779488396228677,-0.2663225527957911,-0.19094184512802304
2000-01-31,-0.0855361093102045,-0.16409725785157997,-0.09433160196143903,-0.2638311011783569,-0.18740319941598688
2000-02-29,-0.09063695241209278,-0.11838390037393837,-0.12244804755552764,-0.25109147387360325,-0.1828190987117248
2000-03-31,-0.08128933892010326,-0.13837297656892905,-0.09562950933901976,-0.26620647603336695,-0.19336124926431794
2000-04-30,-0.0786999886405832,-0.14082414235030327,-0.08917774742584286,-0.2647332610724801,-0.19168379456321616
2000-05-31,-0.09497927513597132,-0.14352036091844872,-0.1226457170296302,-0.26387007947813534,-0.19051318008483498
2000-06-30,-0.10316964369665825,-0.12006081639398503,-0.14757131644381943,-0.25672433941455924,-0.18751449743583104
2000-07-31,-0.08578029860763534,-0.1385895199903946,-0.10501035601474573,-0.261998447472939,-0.18953159440069114
2000-08-31,-0.10912220019345018,-0.13582347195026617,-0.15506436914496569,-0.2690279949134801,-0.1962522112622059
2000-09-30,-0.10219642548226004,-0.13786146364263563,-0.13985515334578671,-0.2645211062857448,-0.19191238986553236
2000-10-31,-0.10947845704284201,-0.14153354385406658,-0.1540551867191048,-0.27118976909209214,-0.19743815986409244
2000-11-30,-0.11409564018363541,-0.11570237724663596,-0.17118215697426797,-0.26442155587380234,-0.19485825318863026
2000-12-31,-0.08739761033119889,-0.09052732004873404,-0.12533805043027305,-0.2656066383551435,-0.19907706244708492
2001-01-31,-0.09760519482718391,-0.14548262853665478,-0.12753283492490697,-0.26998596925001866,-0.1958080774710048
2001-02-28,-0.0940968906215836,-0.09045789622649392,-0.13853271131886752,-0.2660826524055211,-0.19948642214927503
2001-03-31,-0.08885802748201704,-0.09451665287693095,-0.12690853705703384,-0.2627253306543094,-0.19614708169095652
2001-04-30,-0.09891343603902344,-0.08676806243069313,-0.1490918326923764,-0.26935444740625075,-0.20267355282493238
2001-05-31,-0.09363092553711416,-0.0870893874548504,-0.13865983635619286,-0.2696682836543313,-0.20289920257403277
2001-06-30,-0.08562576335177331,-0.06267358000750001,-0.13078805468708887,-0.2644458566743238,-0.20140776631323878
2001-07-31,-0.08711213298830875,-0.05431132102919056,-0.13612294221578125,-0.26640101432908253,-0.20392057187194793
2001-08-31,-0.08874713958849773,-0.02763668869124869,-0.1467599703738398,-0.2570161106264581,-0.19948093170138329
2001-09-30,-0.06418429151552878,-0.0467065005730794,-0.09588559521358486,-0.23483528458340455,-0.17969433608143276
2001-10-31,-0.049226222474838835,-0.02546382425397492,-0.0761199346046195,-0.24364965100017474,-0.18940324486619214
2001-11-30,-0.03930175600486055,-0.013691430429226104,-0.06271944005932614,-0.25551471044243135,-0.19986865652123142
2001-12-31,-0.0428655041572205,-0.0751598901657426,-0.0445534697828584,-0.2566519093302926,-0.1935293648282229
2002-01-31,-0.03640687418894152,-0.01974589101846752,-0.05524822438332,-0.25350700101182355,-0.1976636235445945
2002-02-28,-0.04653660122777471,-0.008321030550874908,-0.07748293512304172,-0.24967316008470192,-0.1960380920513459
2002-03-31,-0.07503478986223747,-0.03524479391403518,-0.11962290718025147,-0.2509431181222243,-0.19387488442818568
2002-04-30,-0.07604339782988652,-0.005634101524127744,-0.1302991533236068,-0.24280445772147696,-0.19116978783687585
2002-05-31,-0.06026074753845191,-0.03333608963130946,-0.09331663387216751,-0.23508749217958425,-0.1817373118642286
2002-06-30,-0.06582283709104286,-0.02552474929508547,-0.10601463524893745,-0.2287787973221429,-0.1779136805432892
2002-07-31,-0.07010381757595324,-0.02540718660795699,-0.11376861673376583,-0.22701913393262768,-0.17657156163021664
2002-08-31,-0.08059098112261995,0.010493640167932194,-0.1426775983807938,-0.22228047467253448,-0.17790278963591727
2002-09-30,-0.08324403295799153,0.0438400681033535,-0.1556079328762775,-0.1959251954915541,-0.16347121886415214
2002-10-31,-0.06969093712136007,0.03764029666758373,-0.13150228315503,-0.21566300804422453,-0.1766667648285575
2002-11-30,-0.06690694319896036,0.05166090462345041,-0.13067540254772303,-0.22335315348883963,-0.18386377571748785
2002-12-31,-0.08138371159543883,0.08309125705613435,-0.16169989537293505,-0.19939319023279267,-0.17124830755295045
2003-01-31,-0.08125512882529412,0.09680187293549763,-0.16451528525699605,-0.18266168918655118,-0.16182866596786225
2003-02-28,-0.09118195461215578,0.09585761050611291,-0.179796013155559,-0.18984845047971965,-0.16650042568032483
2003-03-31,-0.07745780830147858,0.08987138565438785,-0.1570375087607026,-0.19846327050648527,-0.1714941937876772
2003-04-30,-0.05682676181467837,0.06496306165690796,-0.11789940071017371,-0.2076796081765715,-0.17458513556684335
2003-05-31,-0.06493927291821344,0.14474928584204944,-0.15024424711977008,-0.20190653895031757,-0.18030849435425422
2003-06-30,-0.06763951109125284,0.10864787661697134,-0.14610756043323703,-0.21259678498366189,-0.1831647566308182
2003-07-31,-0.07130588952804023,0.0278258145612848,-0.13153434887509471,-0.21254241359924644,-0.17311999069231912
2003-08-31,-0.0724489785580425,0.0659024956069546,-0.14336821109734585,-0.20776272228468634,-0.1747630437395934
2003-09-30,-0.05378914132731427,0.09438660839025831,-0.12107363612182655,-0.19962355210856564,-0.17284692851443273
2003-10-31,-0.05332789487661162,0.08896389237272867,-0.11889918615836073,-0.20907228531692568,-0.17852121105871946
2003-11-30,-0.05562822883791646,0.08152519742064707,-0.12052253562981971,-0.20343618157413218,-0.17379028048696465
2003-12-31,-0.05956592871629368,0.02539898804547558,-0.11100048440243561,-0.20719046648560457,-0.16891014677960464
2004-01-31,-0.05918725835650965,-0.038826111663723406,-0.08943762782117817,-0.2137000408281983,-0.1641885562328423
2004-02-29,-0.07477408534662291,-0.09195159499601929,-0.09999762716727587,-0.21760125734205327,-0.1583892740132425
2004-03-31,-0.07272855760872417,-0.16091730943493376,-0.06771050170872414,-0.20276436127241163,-0.1308450164612333
2004-04-30,-0.07961894256666344,-0.02866792949395819,-0.1299557866943848,-0.21473607507937187,-0.16658863374288485
2004-05-31,-0.09335842443708267,-0.04485003050945047,-0.15045459051418017,-0.21191387042540782,-0.16180729907320363
2004-06-30,-0.0819169172110849,-0.00953562463584795,-0.13954760200835006,-0.2151607366522977,-0.1697877156088149
2004-07-31,-0.09966487846638303,-0.08074869206430252,-0.15230228266091395,-0.21238286405209686,-0.156030473063909
2004-08-31,-0.0947103130112649,-0.0847985550685923,-0.14146937814217658,-0.20603315501068833,-0.14999283876217445
2004-09-30,-0.11056964110140968,-0.06536694858302966,-0.17733577766742362,-0.20196035270366275,-0.15025752527582778
2004-10-31,-0.11105448072094623,-0.09679594708942629,-0.17019033826682028,-0.19625488337228908,-0.1393768626991495
2004-11-30,-0.10138246115749065,-0.10996606737431597,-0.1470438560495249,-0.19242115666064338,-0.13327602752876955
2004-12-31,-0.08685732676490268,-0.04427003637190774,-0.13860716863708444,-0.20478889001922504,-0.15626548534739587
2005-01-31,-0.10310358282392335,-0.0555036750992835,-0.16574425651332428,-0.20500910051562538,-0.15449459828594334
2005-02-28,-0.11037735677541344,-0.09870403129693978,-0.16833068141789226,-0.20429603974619137,-0.14583130469964115
2005-03-31,-0.11439999206159268,-0.09681368680139557,-0.17682234716379672,-0.20347020295937526,-0.14550422323397377
2005-04-30,-0.10504294130206959,-0.06385747418182747,-0.1672309519518942,-0.19562911991656828,-0.14539348852092493
2005-05-31,-0.11112172125212286,-0.11086993852444726,-0.1664778210435886,-0.20749774483085381,-0.14614693358656697
2005-06-30,-0.11696456951383714,-0.07220267408413406,-0.18789224633434717,-0.19603147656176628,-0.14412044709625885
2005-07-31,-0.12421003166272657,-0.09163551400184261,-0.1974720660606758,-0.20538712482719915,-0.14814248208972103
2005-08-31,-0.131946231723361,-0.03977402090005505,-0.2226960693645321,-0.20093339610985278,-0.15399677117317
2005-09-30,-0.12566455052133624,-0.05650698996359843,-0.20783305843184838,-0.1868250491313143,-0.13969751686641696
2005-10-31,-0.1141239519862361,-0.0816859620311719,-0.18011775640261335,-0.18521121442747934,-0.13325555262166244
2005-11-30,-0.10878245856224208,-0.087506185697593,-0.16819925768888264,-0.1827616045722512,-0.12996056975484765
2005-12-31,-0.10829997825958891,-0.11057831583059202,-0.16085057642812367,-0.17351691297726501,-0.11675988776441117
2006-01-31,-0.11138006645085399,-0.12106421025631586,-0.1641240488164603,-0.1558211260644753,-0.09859413169937857
